0.24216  	0.32865  	0.04632  	-0.6471  	-0.6000  	-0.6248  	-0.2357  	0.29390  	0.64655  	0.31841  	0.86970  	-0.3045  	-0.2568  	-0.7422  	0.78972  	0.10659  	-0.0878  	-0.2162  	-0.2160  	-0.2599  	0.01278  	-0.3871  	-0.0304  	-0.4431  	0.07225  	-0.0769  	-0.0612  	0.12047  	-0.1339  	0.02244  	-0.2458  	0.14265  	-0.0423  	0.09990  	0.45157  	0.00766  	0.46792  	0.09119  	-0.3790  	0.47788  	0.06310  	0.01400  	-0.0882  	-0.0109  	-0.0618  	-0.0276  	0.08382  	-0.0533  	-0.0362  	0.06792  	0.02024  	0.03325  	-0.0474  	0.05731  	0.02536  	-0.0464  	-0.0072  	-0.0303  	-0.0376  	0.00542  	-0.0008  	-0.0354  	0.03874  	0.02578  	0.03105  	0.03088  	0.02781  	0.00391  	-0.0166  	0.55249  	
0.24216  	0.32865  	0.04632  	-0.6471  	-0.6000  	-0.6248  	-0.2357  	0.29390  	0.64655  	0.31841  	0.86970  	-0.3045  	-0.2568  	-0.7422  	0.78972  	0.10659  	-0.0878  	-0.2162  	-0.2160  	-0.2599  	0.01278  	-0.3871  	-0.0304  	-0.4431  	0.07225  	-0.0769  	-0.0612  	0.12047  	-0.1339  	0.02244  	-0.2458  	0.14265  	-0.0423  	0.09990  	0.45157  	0.00766  	0.46792  	0.09119  	-0.3790  	0.47788  	0.06310  	0.01400  	-0.0882  	-0.0109  	-0.0618  	-0.0276  	0.08382  	-0.0533  	-0.0362  	0.06792  	0.02024  	0.03325  	-0.0474  	0.05731  	0.02536  	-0.0464  	-0.0072  	-0.0303  	-0.0376  	0.00542  	-0.0008  	-0.0354  	0.03874  	0.02578  	0.03558  	0.03578  	0.02889  	0.00307  	-0.0158  	0.53311  	
0.24216  	0.32865  	0.04632  	-0.6471  	-0.6000  	-0.6248  	-0.2357  	0.29390  	0.64655  	0.31841  	0.86970  	-0.3045  	-0.2568  	-0.7422  	0.78972  	0.10659  	-0.0878  	-0.2162  	-0.2160  	-0.2599  	0.01278  	-0.3871  	-0.0304  	-0.4431  	0.07225  	-0.0769  	-0.0612  	0.12047  	-0.1339  	0.02244  	-0.2458  	0.14265  	-0.0423  	0.09990  	0.45157  	0.00766  	0.46792  	0.09119  	-0.3790  	0.47788  	0.06310  	0.01400  	-0.0882  	-0.0109  	-0.0618  	-0.0276  	0.08382  	-0.0533  	-0.0362  	0.06792  	0.02024  	0.03325  	-0.0474  	0.05731  	0.02536  	-0.0464  	-0.0072  	-0.0303  	-0.0376  	0.00542  	-0.0008  	-0.0354  	0.03874  	0.02578  	0.03949  	0.03972  	0.02976  	0.00226  	-0.0152  	0.51623  	
0.24585  	0.32327  	0.06770  	-0.6411  	-0.5587  	-0.6240  	-0.2213  	0.26735  	0.64013  	0.37109  	0.84996  	-0.3186  	-0.2407  	-0.7523  	0.69132  	0.13466  	-0.1093  	-0.1828  	-0.2173  	-0.2157  	-0.0409  	-0.4031  	-0.0855  	-0.4667  	0.10627  	-0.0769  	-0.0665  	0.17154  	-0.0844  	0.02558  	-0.2495  	0.13974  	-0.0284  	0.10305  	0.43895  	0.05255  	0.42632  	0.07374  	-0.3664  	0.48880  	0.06392  	0.01196  	-0.0761  	-0.0091  	-0.0590  	-0.0271  	0.08530  	-0.0482  	-0.0309  	0.07009  	0.02656  	0.02983  	-0.0466  	0.05590  	0.03012  	-0.0479  	-0.0056  	-0.0324  	-0.0352  	0.00363  	0.00027  	-0.0402  	0.04520  	0.02308  	0.04277  	0.04271  	0.03042  	0.00150  	-0.0147  	0.50187  	
-0.0129  	0.23597  	-0.0909  	-0.8658  	-0.5887  	-0.8399  	-0.2517  	0.10926  	0.57237  	0.53927  	0.89257  	-0.3007  	-0.2722  	-0.9473  	0.32379  	0.15239  	-0.1428  	-0.0404  	-0.2038  	-0.0887  	-0.3610  	-0.4958  	-0.1869  	-0.6137  	0.09694  	-0.0374  	-0.3121  	0.50461  	0.11743  	0.01414  	-0.2222  	0.09330  	-0.0042  	0.11515  	0.30969  	0.18354  	0.21955  	-0.0059  	-0.2776  	0.55085  	0.15613  	0.01626  	-0.0512  	-0.0193  	-0.0523  	-0.0317  	0.10223  	-0.0338  	-0.0378  	0.06763  	0.04853  	0.02753  	-0.0519  	0.04474  	0.02757  	-0.0623  	0.00539  	-0.0284  	-0.0309  	-0.0055  	-0.0067  	-0.0430  	0.05381  	0.02824  	0.04544  	0.04475  	0.03088  	0.00078  	-0.0144  	0.49003  	
-0.2334  	0.14136  	-0.2811  	-0.9840  	-0.6478  	-0.9914  	-0.2347  	0.01729  	0.50647  	0.65612  	0.86192  	-0.3375  	-0.3080  	-1.0059  	0.25523  	-0.0027  	-0.1425  	-0.0347  	-0.1848  	-0.0539  	-0.4694  	-0.4643  	-0.2090  	-0.6397  	0.19143  	-0.0471  	-0.2820  	0.60234  	0.23300  	0.02994  	-0.2273  	0.10354  	-0.0861  	0.10663  	0.20784  	0.24869  	0.15219  	-0.0073  	-0.2515  	0.57177  	0.17309  	0.00888  	-0.0537  	-0.0038  	-0.0484  	-0.0373  	0.09343  	-0.0383  	-0.0432  	0.05872  	0.04345  	0.02918  	-0.0556  	0.05280  	0.03130  	-0.0697  	0.01842  	-0.0370  	-0.0256  	-0.0015  	0.00065  	-0.0379  	0.05234  	0.02805  	0.04748  	0.04584  	0.03112  	0.00010  	-0.0142  	0.48069  	
-0.3679  	0.13845  	-0.3035  	-1.0380  	-0.6927  	-1.0025  	-0.2611  	-0.0116  	0.51253  	0.53753  	0.90902  	-0.3824  	-0.3946  	-1.1258  	0.27407  	-0.0551  	-0.1117  	-0.0909  	-0.1869  	-0.1182  	-0.3308  	-0.4468  	-0.1237  	-0.5502  	0.16314  	-0.0569  	-0.2109  	0.41068  	0.16696  	0.02905  	-0.2451  	0.09916  	-0.1153  	0.09791  	0.24975  	0.24304  	0.24843  	0.00480  	-0.3112  	0.54261  	0.16249  	0.00975  	-0.0945  	-0.0039  	-0.0492  	-0.0237  	0.09045  	-0.0575  	-0.0450  	0.06808  	0.02961  	0.02798  	-0.0428  	0.05253  	0.03426  	-0.0696  	0.00679  	-0.0235  	-0.0220  	-0.0079  	-0.0113  	-0.0389  	0.04091  	0.02782  	0.04890  	0.04597  	0.03116  	-0.0005  	-0.0143  	0.47387  	
-0.4481  	0.10640  	-0.3048  	-1.0219  	-0.6888  	-0.9977  	-0.2672  	-0.0613  	0.46889  	0.55511  	0.85150  	-0.4013  	-0.4057  	-1.2465  	0.25531  	-0.0248  	-0.1101  	-0.0331  	-0.2028  	-0.1061  	-0.4360  	-0.4699  	-0.1290  	-0.6458  	0.14802  	-0.0274  	-0.3193  	0.52508  	0.22891  	0.02932  	-0.2237  	0.08273  	-0.1311  	0.11316  	0.16561  	0.27049  	0.16631  	-0.0104  	-0.2642  	0.56490  	0.17715  	0.00600  	-0.0867  	0.01979  	-0.0469  	-0.0366  	0.08974  	-0.0637  	-0.0461  	0.06572  	0.04627  	0.03343  	-0.0478  	0.04618  	0.03584  	-0.0681  	0.01316  	-0.0219  	-0.0262  	-0.0013  	-0.0089  	-0.0382  	0.04943  	0.03095  	0.04976  	0.04458  	0.03090  	-0.0005  	-0.0154  	0.47498  	
-0.4164  	0.10388  	-0.3251  	-0.9864  	-0.6334  	-1.0305  	-0.2404  	-0.0662  	0.47017  	0.56454  	0.83471  	-0.3788  	-0.3778  	-1.2598  	0.26301  	-0.0202  	-0.1210  	-0.0219  	-0.1950  	-0.0835  	-0.5029  	-0.4598  	-0.1745  	-0.6590  	0.16689  	-0.0424  	-0.3527  	0.58436  	0.29584  	0.04980  	-0.2118  	0.07225  	-0.1291  	0.12525  	0.16675  	0.26311  	0.10877  	-0.0237  	-0.2516  	0.57283  	0.19706  	-4.3991  	-0.0844  	0.01975  	-0.0554  	-0.0387  	0.08488  	-0.0528  	-0.0391  	0.06861  	0.04484  	0.03285  	-0.0524  	0.04333  	0.03438  	-0.0682  	0.01314  	-0.0214  	-0.0354  	-0.0100  	-0.0076  	-0.0429  	0.05772  	0.02610  	0.04883  	0.04270  	0.03031  	-0.0011  	-0.0155  	0.47269  	
-0.4316  	0.11347  	-0.3471  	-0.9188  	-0.5676  	-1.0324  	-0.2442  	-0.0639  	0.44167  	0.55939  	0.82148  	-0.3636  	-0.3749  	-1.2756  	0.34178  	-0.0264  	-0.1466  	-0.0170  	-0.2000  	-0.0835  	-0.5105  	-0.4525  	-0.1995  	-0.6556  	0.20531  	-0.0530  	-0.3232  	0.62064  	0.32772  	0.08693  	-0.2252  	0.08774  	-0.1191  	0.11750  	0.15199  	0.25999  	0.08780  	-0.0281  	-0.2471  	0.57574  	0.17987  	0.01804  	-0.1102  	0.00881  	-0.0558  	-0.0293  	0.07833  	-0.0533  	-0.0456  	0.05745  	0.03905  	0.03376  	-0.0448  	0.04020  	0.02816  	-0.0682  	0.01749  	-0.0252  	-0.0338  	-0.0088  	-0.0062  	-0.0450  	0.05199  	0.02759  	0.04853  	0.03964  	0.02977  	-0.0018  	-0.0154  	0.46583  	
-0.3294  	0.14476  	-0.3087  	-0.7508  	-0.4961  	-0.9497  	-0.2676  	-0.0198  	0.44176  	0.49286  	0.74059  	-0.3599  	-0.3407  	-1.1990  	0.44490  	-0.0266  	-0.1145  	-0.0712  	-0.2021  	-0.0767  	-0.4448  	-0.4438  	-0.2165  	-0.5969  	0.24888  	-0.0428  	-0.2221  	0.60077  	0.28562  	0.11365  	-0.2494  	0.09685  	-0.1064  	0.11994  	0.21264  	0.25050  	0.12156  	-0.0263  	-0.2673  	0.55481  	0.12026  	0.02987  	-0.1251  	0.00055  	-0.0477  	-0.0288  	0.07539  	-0.0527  	-0.0412  	0.05730  	0.04052  	0.02334  	-0.0393  	0.04024  	0.02785  	-0.0733  	0.02226  	-0.0217  	-0.0310  	-0.0040  	-0.0137  	-0.0524  	0.04876  	0.03060  	0.04792  	0.03647  	0.02924  	-0.0024  	-0.0158  	0.46881  	
-0.2608  	0.17117  	-0.2760  	-0.7842  	-0.4812  	-0.9069  	-0.2621  	0.03073  	0.49641  	0.48042  	0.70739  	-0.2957  	-0.3196  	-1.0767  	0.48340  	-0.0552  	-0.1187  	-0.0580  	-0.2185  	-0.0529  	-0.4454  	-0.3993  	-0.1778  	-0.6021  	0.16746  	-0.0440  	-0.2915  	0.56516  	0.27185  	0.05908  	-0.2329  	0.05654  	-0.0820  	0.13527  	0.22773  	0.21898  	0.11890  	-0.0272  	-0.2549  	0.57590  	0.14175  	0.00896  	-0.0956  	0.00800  	-0.0584  	-0.0390  	0.09254  	-0.0523  	-0.0416  	0.06587  	0.04149  	0.02378  	-0.0505  	0.04917  	0.02721  	-0.0682  	0.01176  	-0.0253  	-0.0279  	-0.0022  	-0.0112  	-0.0531  	0.04636  	0.02536  	0.04719  	0.03154  	0.02866  	-0.0031  	-0.0162  	0.47192  	
-0.0865  	0.22765  	-0.1717  	-0.6174  	-0.3643  	-0.7920  	-0.2682  	0.13500  	0.54827  	0.39855  	0.68217  	-0.1988  	-0.2804  	-0.8908  	0.70713  	0.02602  	-0.1183  	-0.1145  	-0.2020  	-0.0731  	-0.2828  	-0.4423  	-0.2326  	-0.4924  	0.06939  	-0.0438  	-0.1848  	0.41355  	0.09822  	0.05186  	-0.2447  	0.08849  	-0.0545  	0.12728  	0.38794  	0.12351  	0.22710  	-0.0080  	-0.3012  	0.58252  	0.06288  	0.02612  	-0.1070  	-0.0025  	-0.0439  	-0.0395  	0.09310  	-0.0631  	-0.0335  	0.06130  	0.04373  	0.02650  	-0.0528  	0.05007  	0.01982  	-0.0585  	0.00350  	-0.0320  	-0.0312  	0.00457  	-0.0105  	-0.0378  	0.03405  	0.02062  	0.04664  	0.02841  	0.02748  	-0.0035  	-0.0165  	0.47320  	
0.23410  	0.31010  	0.03880  	-0.6191  	-0.4876  	-0.6387  	-0.2371  	0.21166  	0.60684  	0.38876  	0.61508  	-0.2622  	-0.1672  	-0.6842  	0.83477  	0.06306  	-0.0826  	-0.1613  	-0.1931  	-0.1749  	-0.1863  	-0.3677  	-0.1029  	-0.4974  	0.06327  	-0.0540  	-0.1766  	0.29003  	0.02475  	0.07281  	-0.2271  	0.09345  	-0.0357  	0.11290  	0.36040  	0.10127  	0.31917  	0.00872  	-0.3036  	0.57261  	0.06693  	0.01773  	-0.0800  	0.01114  	-0.0610  	-0.0330  	0.08276  	-0.0475  	-0.0323  	0.06223  	0.03563  	0.02062  	-0.0521  	0.04851  	0.02062  	-0.0505  	-0.0014  	-0.0315  	-0.0371  	-0.0019  	-0.0096  	-0.0296  	0.03342  	0.02516  	0.04610  	0.02482  	0.02630  	-0.0040  	-0.0164  	0.46602  	
0.38104  	0.33905  	0.12155  	-0.7699  	-0.6100  	-0.6748  	-0.1761  	0.32486  	0.60743  	0.33035  	0.78771  	-0.2822  	-0.2089  	-0.8003  	0.69422  	0.13840  	-0.1270  	-0.1057  	-0.1920  	-0.1502  	-0.0967  	-0.3588  	-0.1244  	-0.5563  	0.15568  	-0.1009  	-0.2205  	0.33304  	0.07710  	0.01168  	-0.2561  	0.11225  	-0.0290  	0.08978  	0.33521  	0.07172  	0.38629  	0.03330  	-0.2982  	0.52830  	0.08673  	-0.0036  	-0.0821  	0.00549  	-0.0685  	-0.0245  	0.06777  	-0.0291  	-0.0205  	0.06320  	0.04443  	0.02672  	-0.0428  	0.03185  	0.01867  	-0.0343  	-0.0090  	-0.0388  	-0.0329  	0.01201  	-0.0033  	-0.0363  	0.03875  	0.01172  	0.04548  	0.02284  	0.02536  	-0.0044  	-0.0168  	0.46549  	
